notif_no,substance_detected
NOT240103094K,Nan
NOT240103032K,Nan
NOT240102997K,Nan
NOT240103114K,Nan
NOT240103191K,Nan
NOT240103081K,Nan
NOT240103135K,Nan
NOT240102941K,Nan
NOT240103203K,Nan
NOT240102876K,Nan
NOT240103033K,Nan
NOT240103038K,Nan
NOT240103095K,Nan
NOT240103098K,Nan
NOT240103131K,Nan
NOT240102939K,Nan
NOT240103133K,Nan
NOT240103172K,Nan
NOT240103129K,Nan
NOT220102153K,Nan
NOT240103030K,Nan
NOT240102966K,Nan
NOT240103050K,Nan
NOT240103168K,Nan
NOT240103002K,Nan
NOT240103034K,Nan
NOT240102971K,Nan
NOT240103159K,Nan
NOT240103122K,Nan
NOT240103053K,Nan
NOT240102890K,Nan
NOT220102230K,Nan
NOT240102914K,Nan
NOT240103093K,Nan
NOT240102930K,Nan
NOT240102870K,Nan
NOT240103125K,Nan
NOT240102942K,Nan
NOT240102995K,Nan
NOT240103071K,Nan
NOT240102996K,Nan
NOT240102920K,Nan
NOT240103166K,Nan
NOT220102154K,Nan
NOT240103073K,Nan
NOT240103008K,Nan
NOT240103075K,Nan
NOT240103018K,Nan
NOT240103077K,Nan
NOT220102066K,Nan
NOT240103206K,Nan
NOT220102231K,Nan
NOT240102998K,Nan
NOT240103079K,Nan
NOT240102875K,Nan
NOT240103089K,Nan
NOT240103031K,Nan
NOT240102999K,Nan
NOT240103124K,Nan
NOT240103109K,Nan
NOT240102932K,Nan
NOT240102874K,Nan
NOT240102976K,Nan
NOT240103205K,Nan
NOT160102223K,Nan
NOT240102961K,Nan
NOT240102962K,Nan
NOT220102964K,Nan
NOT240102963K,Nan
NOT240102933K,Nan
NOT240102964K,Nan
NOT240103123K,Nan
NOT240103176K,Nan
NOT240102894K,Nan
NOT240103000K,Nan
NOT240102886K,Nan
NOT240103126K,Nan
NOT160102222K,Nan
NOT240102884K,Nan
NOT240103143K,Nan
NOT240102969K,Nan
NOT240103051K,Nan
NOT240103121K,Nan
NOT240103037K,Nan
NOT240103009K,Nan
NOT220102965K,Nan
NOT220102954K,Nan
NOT220103140K,Nan
NOT240103226K,Nan
NOT220103116K,Nan
NOT240103045K,Nan
NOT220102053K,Nan
NOT220102224K,Nan
NOT220102223K,Nan
NOT220103115K,Nan
NOT220102171K,Nan
NOT220102953K,Nan
NOT240103011K,Nan
NOT240102900K,Nan
NOT240103044K,Nan
NOT240103149K,Nan
NOT200102072K,Nan
NOT240103147K,Nan
NOT240103134K,Nan
NOT240102954K,Nan
NOT240102955K,Nan
NOT220102148K,Nan
NOT180102033K,Nan
NOT220102118K,Nan
NOT240103022K,Nan
NOT240102956K,Nan
NOT240102957K,Nan
NOT240102958K,Nan
NOT180101874K,Nan
NOT240102878K,Nan
NOT220102050K,Nan
NOT240103005K,Nan
NOT240102980K,Nan
NOT240103130K,Nan
NOT240102940K,Nan
NOT240102960K,Nan
NOT240102943K,Nan
NOT240103006K,Nan
NOT240103007K,Nan
NOT220102119K,Nan
NOT240103190K,Nan
NOT240103127K,Nan
NOT240103199K,Nan
NOT240103145K,Nan
NOT220102116K,Nan
NOT220102222K,Nan
NOT240103097K,Nan
NOT240102912K,Nan
NOT240102907K,Nan
NOT240102892K,Nan
NOT240102910K,Nan
NOT220103188K,Nan
NOT240102893K,Nan
NOT240103017K,Nan
NOT240102986K,Nan
NOT220102625K,Nan
NOT240102915K,Nan
NOT240103099K,Nan
NOT240102918K,Nan
NOT240102984K,Nan
NOT240103016K,Nan
NOT240103092K,Nan
NOT240103062K,Nan
NOT240102987K,Nan
NOT240103056K,Nan
NOT240103100K,Nan
NOT240103102K,Nan
NOT240103174K,Nan
NOT240102909K,Nan
NOT240103024K,Nan
NOT240103201K,Nan
NOT240103103K,Nan
NOT240103157K,Nan
NOT240103046K,Nan
NOT240102882K,Nan
NOT240103023K,Nan
NOT240103049K,Nan
NOT240102881K,Nan
NOT240103054K,Nan
NOT240103015K,Nan
NOT240103162K,Nan
NOT240103107K,Nan
NOT240102883K,Nan
NOT240103467K,Nan
NOT240103460K,Nan
NOT240103430K,Nan
NOT240103375K,Nan
NOT240103472K,Nan
NOT240103330K,Nan
NOT240103436K,Nan
NOT240103424K,Nan
NOT240103432K,Nan
NOT240103347K,Nan
NOT240103456K,Nan
NOT240103415K,Nan
NOT240103454K,Nan
NOT240103294K,Nan
NOT240103331K,Nan
NOT240103475K,Nan
NOT240103543K,Nan
NOT240103542K,Nan
NOT240103279K,Nan
NOT240103280K,Nan
NOT240103426K,Nan
NOT240103281K,Nan
NOT240103541K,Nan
NOT240103318K,Nan
NOT240103355K,Nan
NOT240103459K,Nan
NOT240103489K,Nan
NOT240103343K,Nan
NOT240103364K,Nan
NOT240103408K,Nan
NOT240103429K,Nan
NOT240103342K,Nan
NOT240103433K,Nan
NOT240103452K,Nan
NOT240103423K,Nan
NOT240103448K,Nan
NOT240103427K,Nan
NOT240103474K,Nan
NOT240103407K,Nan
NOT240103324K,Nan
NOT240103323K,Nan
NOT240103326K,Nan
NOT240103397K,Nan
NOT240103238K,Nan
NOT240103514K,Nan
NOT240103468K,Nan
NOT240103320K,Nan
NOT240103317K,Nan
NOT240103461K,Nan
NOT240103399K,Nan
NOT240103239K,Nan
NOT240103441K,Nan
NOT240103428K,Nan
NOT240103417K,Nan
NOT240103404K,Nan
NOT240103316K,Nan
NOT240103263K,Nan
NOT240103325K,Nan
NOT240103402K,Nan
NOT240103366K,Nan
NOT240103469K,Nan
NOT240103401K,Nan
NOT240103329K,Nan
NOT240103400K,Nan
NOT240103450K,Nan
NOT240103411K,Nan
NOT240103344K,Nan
NOT240103449K,Nan
NOT240103438K,Nan
NOT240103431K,Nan
NOT240103379K,Nan
NOT240103403K,Nan
NOT240103466K,Nan
NOT240103287K,Nan
NOT240103368K,Nan
NOT240103453K,Nan
NOT240103236K,Nan
NOT240103470K,Nan
NOT240103465K,Nan
NOT240103451K,Nan
NOT240103367K,Nan
NOT240103463K,Nan
NOT240103237K,Nan
NOT240103362K,Nan
NOT240103282K,Nan
NOT240103286K,Nan
NOT240103396K,Nan
NOT240103373K,Nan
NOT240103416K,Nan
NOT240103495K,Nan
NOT240103313K,Nan
NOT240103314K,Nan
NOT240103425K,Nan
NOT240103528K,Nan
NOT240103439K,Nan
NOT240103340K,Nan
NOT240103290K,Nan
NOT240103458K,Nan
NOT240103341K,Nan
NOT240103332K,Nan
NOT240103484K,Nan
NOT240103312K,Nan
NOT240103529K,Nan
NOT240103358K,Nan
NOT240103357K,Nan
NOT240103531K,Nan
NOT240103445K,Nan
NOT240103336K,Nan
NOT240103337K,Nan
NOT240103338K,Nan
NOT240103372K,Nan
NOT240103304K,Nan
NOT240103339K,Nan
NOT240103302K,Nan
NOT240103359K,Nan
NOT240103295K,Nan
NOT240103311K,Nan
NOT240103418K,Nan
NOT240103480K,Nan
NOT240103527K,Nan
NOT240103413K,Nan
NOT240103288K,Nan
NOT240103526K,Nan
NOT240103289K,Nan
NOT240103479K,Nan
NOT240103478K,Nan
NOT240103477K,Nan
NOT240103476K,Nan
NOT240103353K,Nan
NOT240103310K,Nan
NOT240103419K,Nan
NOT240103533K,Nan
NOT240103420K,Nan
NOT240103534K,Nan
NOT240103322K,Nan
NOT240103235K,Nan
NOT240103363K,Nan
NOT240103535K,Nan
NOT240103486K,Nan
NOT240103245K,Nan
NOT240103284K,Nan
NOT240103522K,Nan
NOT240103455K,Nan
NOT240103321K,Nan
NOT240103421K,Nan
NOT240103434K,Nan
NOT240103440K,Nan
NOT240103293K,Nan
NOT240103506K,Nan
NOT240103493K,Nan
NOT240103241K,Nan
NOT240103505K,Nan
NOT240103504K,Nan
NOT240103457K,Nan
NOT240103494K,Nan
NOT240103422K,Nan
NOT240103503K,Nan
NOT240103507K,Nan
NOT240103502K,Nan
NOT240103444K,Nan
NOT240103319K,Nan
NOT240103292K,Nan
NOT240103500K,Nan
NOT240103499K,Nan
NOT240103498K,Nan
NOT240103539K,Nan
NOT240103497K,Nan
NOT240103496K,Nan
NOT240103305K,Nan
NOT240103414K,Nan
NOT240103537K,Nan
NOT240103303K,Nan
NOT240103490K,Nan
NOT240103509K,Nan
NOT240103298K,Nan
NOT240103244K,Nan
NOT240103360K,Nan
NOT240103243K,Nan
NOT240103291K,Nan
NOT240103520K,Nan
NOT240103525K,Nan
NOT240103299K,Nan
NOT240103524K,Nan
NOT240103435K,Nan
NOT240103301K,Nan
NOT240103523K,Nan
NOT240103518K,Nan
NOT240103516K,Nan
NOT240103306K,Nan
NOT240103242K,Nan
NOT240103488K,Nan
NOT240103285K,Nan
NOT240103447K,Nan
NOT240103446K,Nan
NOT240103361K,Nan
NOT240103511K,Nan
NOT240103300K,Nan
NOT240103512K,Nan
NOT240103275K,Nan
NOT240103492K,Nan
NOT240103334K,Nan
NOT240103349K,Nan
NOT220103853K,Nan
NOT120101573K,Nan
NOT220103509K,Nan
NOT220103851K,Nan
NOT220103799K,Nan
NOT220103693K,Nan
NOT220103856K,Nan
NOT220103857K,Nan
NOT220103497K,Nan
NOT220103829K,Nan
NOT220103840K,Nan
NOT220103855K,Nan
NOT220103828K,Nan
NOT220103831K,Nan
NOT220103836K,Nan
NOT220103827K,Nan
NOT220103636K,Nan
NOT220103639K,Nan
NOT220103641K,Nan
NOT240103398K,Nan
NOT220103963K,Nan
NOT220103894K,Nan
NOT200102160K,Nan
NOT220103800K,Nan
NOT220103492K,Nan
NOT220103640K,Nan
NOT220103491K,Nan
NOT220103637K,Nan
NOT220103385K,Nan
NOT120101575K,Nan
NOT220103846K,Nan
NOT220103892K,Nan
NOT120101574K,Nan
NOT220103608K,Nan
NOT220103443K,Nan
NOT220103842K,Nan
NOT220103791K,Nan
NOT200102138K,Nan
NOT220103484K,Nan
NOT220103446K,Nan
NOT220103845K,Nan
NOT220103506K,Nan
NOT220103534K,Nan
NOT220103819K,Nan
NOT220103499K,Nan
NOT240103250K,Nan
NOT240103249K,Nan
NOT220103826K,Nan
NOT220103824K,Nan
NOT220103821K,Nan
NOT220103717K,Nan
NOT220103833K,Nan
NOT240103276K,Nan
NOT220103818K,Nan
NOT220103815K,Nan
NOT220103805K,Nan
NOT240103274K,Nan
NOT220103792K,Nan
NOT240103278K,Nan
NOT220103711K,Nan
NOT220103465K,Nan
NOT220103835K,Nan
NOT220103726K,Nan
NOT220103716K,Nan
NOT220103638K,Nan
NOT220103537K,Nan
NOT220103679K,Nan
NOT180102187K,Nan
NOT180102188K,Nan
NOT240103277K,Nan
NOT240103412K,Nan
NOT180102164K,Nan
NOT240103256K,Nan
NOT240103253K,Nan
NOT240103369K,Nan
NOT240103377K,Nan
NOT220103500K,Nan
NOT240103406K,Nan
NOT240103471K,Nan
NOT240103371K,Nan
NOT240103370K,Nan
NOT220103731K,Nan
NOT220103769K,Nan
NOT240103272K,Nan
NOT240103271K,Nan
NOT240103405K,Nan
NOT240103270K,Nan
NOT240103409K,Nan
NOT220103770K,Nan
NOT240103307K,Nan
NOT240103380K,Nan
NOT240103384K,Nan
NOT240103351K,Nan
NOT240103346K,Nan
NOT240103356K,Nan
NOT240103345K,Nan
NOT240103443K,Nan
NOT240103442K,Nan
NOT240103382K,Nan
NOT240103348K,Nan
NOT240103473K,Nan
NOT240103393K,Nan
NOT240103248K,Nan
NOT240103390K,Nan
NOT240103388K,Nan
NOT240103386K,Nan
NOT240103395K,Nan
NOT240103308K,Nan
NOT240103309K,Nan
NOT240103315K,Nan
NOT240103260K,Nan
NOT240103261K,Nan
NOT240103264K,Nan
NOT240103262K,Nan
NOT240103265K,Nan
NOT240103266K,Nan
NOT240103259K,Nan
NOT240103283K,Nan
NOT240103335K,Nan
NOT240103251K,Nan
NOT220103806K,Nan
NOT240103269K,Nan
NOT240103254K,Nan
NOT240103252K,Nan
NOT240103296K,Nan
NOT240103258K,Nan
NOT240103257K,Nan
NOT220103510K,Nan
NOT240103247K,Nan
NOT220103721K,Nan
NOT220103503K,Nan
NOT240103246K,Nan
NOT240103268K,Nan
NOT220103736K,Nan
NOT220103658K,Nan
NOT220103659K,Nan
NOT240103267K,Nan
NOT220103687K,Nan
NOT220103709K,Nan
NOT240103328K,Nan
NOT220103704K,Nan
NOT220103496K,Nan
NOT240103410K,Nan
NOT240103255K,Nan
NOT240103240K,Nan
NOT240103482K,Nan
NOT240103297K,Nan
NOT220803298K,Nan
NOT180102534K,Nan
NOT180102531K,Nan
NOT220105781K,Nan
NOT220105797K,Nan
NOT220104076K,Nan
NOT200102191K,Nan
NOT220104552K,Nan
NOT200102244K,Nan
NOT200102498K,Nan
NOT220105837K,Nan
NOT200102245K,Nan
NOT220105780K,Nan
NOT220104075K,Nan
NOT240103612K,Nan
NOT240103596K,Nan
NOT240103591K,Nan
NOT240103614K,Nan
NOT220105836K,Nan
NOT220104042K,Nan
NOT200102238K,Nan
NOT200102306K,Nan
NOT240103593K,Nan
NOT220106001K,Nan
NOT220104176K,Nan
NOT220104144K,Nan
NOT200102307K,Nan
NOT200102309K,Nan
NOT220104140K,Nan
NOT220104078K,Nan
NOT240103585K,Nan
NOT220104030K,Nan
NOT200102241K,Nan
NOT220104041K,Nan
NOT220105783K,Nan
NOT200102240K,Nan
NOT200102237K,Nan
NOT200102235K,Nan
NOT200102292K,Nan
NOT200102243K,Nan
NOT240103610K,Nan
NOT200102248K,Nan
NOT200102326K,Nan
NOT200102327K,Nan
NOT200102328K,Nan
NOT200102329K,Nan
NOT240103606K,Nan
NOT200102503K,Nan
NOT200102469K,Nan
NOT200102325K,Nan
NOT220104655K,Nan
NOT240103572K,Nan
NOT220104460K,Nan
NOT220105199K,Nan
NOT200102560K,Nan
NOT220104024K,Nan
NOT220105198K,Nan
NOT220104175K,Nan
NOT200102558K,Nan
NOT240103544K,Nan
NOT200102324K,Nan
NOT220104385K,Nan
NOT240103609K,Nan
NOT200102246K,Nan
NOT200102296K,Nan
NOT240103597K,Nan
NOT240103598K,Nan
NOT200102453K,Nan
NOT240103599K,Nan
NOT240103600K,Nan
NOT240103608K,Nan
NOT200102315K,Nan
NOT240103607K,Nan
NOT240103602K,Nan
NOT240103604K,Nan
NOT200102316K,Nan
NOT220104591K,Nan
NOT200102318K,Nan
NOT200102323K,Nan
NOT200102242K,Nan
NOT220105762K,Nan
NOT220105815K,Nan
NOT220105782K,Nan
NOT240103564K,Nan
NOT240103565K,Nan
NOT240103573K,Nan
NOT240103575K,Nan
NOT240103551K,Nan
NOT220104187K,Nan
NOT240103578K,Nan
NOT240103554K,Nan
NOT240103579K,Nan
NOT240103595K,Nan
NOT240103624K,Nan
NOT240103625K,Nan
NOT240103626K,Nan
NOT240103628K,Nan
NOT200102192K,Nan
NOT220104154K,Nan
NOT240103594K,Nan
NOT200102449K,Nan
NOT240103553K,Nan
NOT240103552K,Nan
NOT240103621K,Nan
NOT240103620K,Nan
NOT240103619K,Nan
NOT240103549K,Nan
NOT240103618K,Nan
NOT240103616K,Nan
NOT240103545K,Nan
NOT240103546K,Nan
NOT240103567K,Nan
NOT240103563K,Nan
NOT240103561K,Nan
NOT240103559K,Nan
NOT240103558K,Nan
NOT240103557K,Nan
NOT240103556K,Nan
NOT240103547K,Nan
NOT240103576K,Nan
NOT140101842K,Nan
NOT200102403K,Nan
NOT240103589K,Nan
NOT140101843K,Nan
NOT200102175K,Nan
NOT200102179K,Nan
NOT200102180K,Nan
NOT200102181K,Nan
NOT200102184K,Nan
NOT240103582K,Nan
NOT240103581K,Nan
NOT240103580K,Nan
NOT200102293K,Nan
NOT220106007K,Nan
NOT220106005K,Nan
NOT220106003K,Nan
NOT220106002K,Nan
NOT200102413K,Nan
NOT200102414K,Nan
NOT220105862K,Nan
NOT240103566K,Nan
NOT200102174K,Nan
NOT220104216K,Nan
NOT140101890K,Nan
NOT140101889K,Nan
NOT140101886K,Nan
NOT240103568K,Nan
NOT200102249K,Nan
NOT240103587K,Nan
NOT240103569K,Nan
NOT200102169K,Nan
NOT240103570K,Nan
NOT220104463K,Nan
NOT200102190K,Nan
NOT240103571K,Nan
NOT220104470K,Nan
NOT240103584K,Nan
NOT200102393K,Nan
NOT240103583K,Nan
NOT140101887K,Nan
NOT200102394K,Nan
NOT140101888K,Nan
NOT200102173K,Nan
NOT240103605K,Nan
NOT240103622K,Nan
NOT220104049K,Nan
NOT220104046K,Nan
NOT220104047K,Nan
NOT220104189K,Nan
NOT220104226K,Nan
NOT220104048K,Nan
NOT220104782K,Nan
NOT220104038K,Nan
NOT200102257K,Nan
NOT220104050K,Nan
NOT220104031K,Nan
NOT220104032K,Nan
NOT220104033K,Nan
NOT220104034K,Nan
NOT220104035K,Nan
NOT220104045K,Nan
NOT220104039K,Nan
NOT220104037K,Nan
NOT220104334K,Nan
NOT220104040K,Nan
NOT240103623K,Nan
NOT220105197K,Nan
NOT200102567K,Nan
NOT200102566K,Nan
NOT220104336K,Nan
NOT220104043K,Nan
NOT220104335K,Nan
NOT220104183K,Nan
NOT220104180K,Nan
NOT220104182K,Nan
NOT220104181K,Nan
NOT220104036K,Nan
NOT220104044K,Nan
NOT220104115K,Nan
NOT220105309K,Nan
NOT220105310K,Nan
NOT220106968K,Nan
NOT220106721K,Nan
NOT220106336K,Nan
NOT220106722K,Nan
NOT220106723K,Nan
NOT220106351K,Nan
NOT220106724K,Nan
NOT220106725K,Nan
NOT220106726K,Nan
NOT200102833K,Nan
NOT240103639K,Nan
NOT220106840K,Nan
NOT220106727K,Nan
NOT240103647K,Nan
NOT240103641K,Nan
NOT220106352K,Nan
NOT220106697K,Nan
NOT200102640K,Nan
NOT200102741K,Nan
NOT220107072K,Nan
NOT220106332K,Nan
NOT220106335K,Nan
NOT220106350K,Nan
NOT220106200K,Nan
NOT220106699K,Nan
NOT200102834K,Nan
NOT220106837K,Nan
NOT220106834K,Nan
NOT220106828K,Nan
NOT220106728K,Nan
NOT220106592K,Nan
NOT220106829K,Nan
NOT220106825K,Nan
NOT220106657K,Nan
NOT220106367K,Nan
NOT220106406K,Nan
NOT220106362K,Nan
NOT220106674K,Nan
NOT200102780K,Nan
NOT220106641K,Nan
NOT220106851K,Nan
NOT200102684K,Nan
NOT240103636K,Nan
NOT200102689K,Nan
NOT220106161K,Nan
NOT200102687K,Nan
NOT220107071K,Nan
NOT200102688K,Nan
NOT200102781K,Nan
NOT220106407K,Nan
NOT240103637K,Nan
NOT220106658K,Nan
NOT220106656K,Nan
NOT220106655K,Nan
NOT220106593K,Nan
NOT220106823K,Nan
NOT220106821K,Nan
NOT200102835K,Nan
NOT220106703K,Nan
NOT220106701K,Nan
NOT220106969K,Nan
NOT220106382K,Nan
NOT220106354K,Nan
NOT220106356K,Nan
NOT220107065K,Nan
NOT240103638K,Nan
NOT220106702K,Nan
NOT220107041K,Nan
NOT220106642K,Nan
NOT200102815K,Nan
NOT200102814K,Nan
NOT220106309K,Nan
NOT200102838K,Nan
NOT200102839K,Nan
NOT220107070K,Nan
NOT220106346K,Nan
NOT220106710K,Nan
NOT200102635K,Nan
NOT220106617K,Nan
NOT220106475K,Nan
NOT220106163K,Nan
NOT200102789K,Nan
NOT220106174K,Nan
NOT220106264K,Nan
NOT220106237K,Nan
NOT220106244K,Nan
NOT220106967K,Nan
NOT220106730K,Nan
NOT220106938K,Nan
NOT220106729K,Nan
NOT240103631K,Nan
NOT220106301K,Nan
NOT200102816K,Nan
NOT220106292K,Nan
NOT220106616K,Nan
NOT220106291K,Nan
NOT220106660K,Nan
NOT220106274K,Nan
NOT160103495K,Nan
NOT220106250K,Nan
NOT220106491K,Nan
NOT220107042K,Nan
NOT220106316K,Nan
NOT220106380K,Nan
NOT220106381K,Nan
NOT200102669K,Nan
NOT220106330K,Nan
NOT220107043K,Nan
NOT200102836K,Nan
NOT220107050K,Nan
NOT200102618K,Nan
NOT200102667K,Nan
NOT220107044K,Nan
NOT220106479K,Nan
NOT240103643K,Nan
NOT220107073K,Nan
NOT220106379K,Nan
NOT220106326K,Nan
NOT220106664K,Nan
NOT220107066K,Nan
NOT200102759K,Nan
NOT220106770K,Nan
NOT220106318K,Nan
NOT220107049K,Nan
NOT200102837K,Nan
NOT220106320K,Nan
NOT240103632K,Nan
NOT200102884K,Nan
NOT240103645K,Nan
NOT220106652K,Nan
NOT200102841K,Nan
NOT220107068K,Nan
NOT220106322K,Nan
NOT200102666K,Nan
NOT220107067K,Nan
NOT240103634K,Nan
NOT200102778K,Nan
NOT200102685K,Nan
NOT200102681K,Nan
NOT200102660K,Nan
NOT200102659K,Nan
NOT220106765K,Nan
NOT200102774K,Nan
NOT200102641K,Nan
NOT200102645K,Nan
NOT220106808K,Nan
NOT220106628K,Nan
NOT200102769K,Nan
NOT200102702K,Nan
NOT200102680K,Nan
NOT220106732K,Nan
NOT200102779K,Nan
NOT200102691K,Nan
NOT220106802K,Nan
NOT200102770K,Nan
NOT200102683K,Nan
NOT200102776K,Nan
NOT220106165K,Nan
NOT200102771K,Nan
NOT200102682K,Nan
NOT220106388K,Nan
NOT200102777K,Nan
NOT220106387K,Nan
NOT220106855K,Nan
NOT220106807K,Nan
NOT160103481K,Nan
NOT200102773K,Nan
NOT220106782K,Nan
NOT200102642K,Nan
NOT200102831K,Nan
NOT220106711K,Nan
NOT200102830K,Nan
NOT200102589K,Nan
NOT200102662K,Nan
NOT220106383K,Nan
NOT200102829K,Nan
NOT220106609K,Nan
NOT240103629K,Nan
NOT220106712K,Nan
NOT200102661K,Nan
NOT220106713K,Nan
NOT220106714K,Nan
NOT200102620K,Nan
NOT220106715K,Nan
NOT220106716K,Nan
NOT220106385K,Nan
NOT240103630K,Nan
NOT220106717K,Nan
NOT220106936K,Nan
NOT220106771K,Nan
NOT220106751K,Nan
NOT220106386K,Nan
NOT220106783K,Nan
NOT240103633K,Nan
NOT220106404K,Nan
NOT220106405K,Nan
NOT200102784K,Nan
NOT200102742K,Nan
NOT220106668K,Nan
NOT200102785K,Nan
NOT220106800K,Nan
NOT200102668K,Nan
NOT200102646K,Nan
NOT240103650K,Nan
NOT220106102K,Nan
NOT220106235K,Nan
NOT220106103K,Nan
NOT240103654K,Nan
NOT240103651K,Nan
NOT200102783K,Nan
NOT240103652K,Nan
NOT200102647K,Nan
NOT200102648K,Nan
NOT240103653K,Nan
NOT220106629K,Nan
NOT220106670K,Nan
NOT200102650K,Nan
NOT220106667K,Nan
NOT220106327K,Nan
NOT220106654K,Nan
NOT220106328K,Nan
NOT220106248K,Nan
NOT200102643K,Nan
NOT240103649K,Nan
NOT220106779K,Nan
NOT200102772K,Nan
NOT220106778K,Nan
NOT220106763K,Nan
NOT240103635K,Nan
NOT200102787K,Nan
NOT200102644K,Nan
NOT220107610K,Nan
NOT240103963K,Nan
NOT220107611K,Nan
NOT220107608K,Nan
NOT240103822K,Nan
NOT240104022K,Nan
NOT240104009K,Nan
NOT240103732K,Nan
NOT240104021K,Nan
NOT240103993K,Nan
NOT240103898K,Nan
NOT240103956K,Nan
NOT240103955K,Nan
NOT220107607K,Nan
NOT240103959K,Nan
NOT220107595K,Nan
NOT240103951K,Nan
NOT240103711K,Nan
NOT240103712K,Nan
NOT240103950K,Nan
NOT240103961K,Nan
NOT240104038K,Nan
NOT240103887K,Nan
NOT240103912K,Nan
NOT240103971K,Nan
NOT240103719K,Nan
NOT240103764K,Nan
NOT240104039K,Nan
NOT240104011K,Nan
NOT240104020K,Nan
NOT240103953K,Nan
NOT240103762K,Nan
NOT240103775K,Nan
NOT220107612K,Nan
NOT240103788K,Nan
NOT240103774K,Nan
NOT240103913K,Nan
NOT240103985K,Nan
NOT240103807K,Nan
NOT240103811K,Nan
NOT240103777K,Nan
NOT240103980K,Nan
NOT240103761K,Nan
NOT240103999K,Nan
NOT240103954K,Nan
NOT240103794K,Nan
NOT240104006K,Nan
NOT240103976K,Nan
NOT240104001K,Nan
NOT240103768K,Nan
NOT240104010K,Nan
NOT240103984K,Nan
NOT240104013K,Nan
NOT240104002K,Nan
NOT240103815K,Nan
NOT240103776K,Nan
NOT240103888K,Nan
NOT240103733K,Nan
NOT240104004K,Nan
NOT240103995K,Nan
NOT240103974K,Nan
NOT240103916K,Nan
NOT200103027K,Nan
NOT220107613K,Nan
NOT200103008K,Nan
NOT220107597K,Nan
NOT220107173K,Nan
NOT240103908K,Nan
NOT200103029K,Nan
NOT240103907K,Nan
NOT240103708K,Nan
NOT220107174K,Nan
NOT240103760K,Nan
NOT240103789K,Nan
NOT240103991K,Nan
NOT240103996K,Nan
NOT220107175K,Nan
NOT220107301K,Nan
NOT240103915K,Nan
NOT240104015K,Nan
NOT240103773K,Nan
NOT240103790K,Nan
NOT240103969K,Nan
NOT240103997K,Nan
NOT240103900K,Nan
NOT200102901K,Nan
NOT240103695K,Nan
NOT240103998K,Nan
NOT240103662K,Nan
NOT240103731K,Nan
NOT240103787K,Nan
NOT240103819K,Nan
NOT240103804K,Nan
NOT240103769K,Nan
NOT240103805K,Nan
NOT240103709K,Nan
NOT240103806K,Nan
NOT240103808K,Nan
NOT240103909K,Nan
NOT240103696K,Nan
NOT240104025K,Nan
NOT240103697K,Nan
NOT240103910K,Nan
NOT240103810K,Nan
NOT240103698K,Nan
NOT240103889K,Nan
NOT240103857K,Nan
NOT240103683K,Nan
NOT240103783K,Nan
NOT240103701K,Nan
NOT240104016K,Nan
NOT240103891K,Nan
NOT240103792K,Nan
NOT200103135K,Nan
NOT240104018K,Nan
NOT220107560K,Nan
NOT220107559K,Nan
NOT240103674K,Nan
NOT240103675K,Nan
NOT240103676K,Nan
NOT240103826K,Nan
NOT240103890K,Nan
NOT200103038K,Nan
NOT240103677K,Nan
NOT240103707K,Nan
NOT240103786K,Nan
NOT240104026K,Nan
NOT240103765K,Nan
NOT240103779K,Nan
NOT240103734K,Nan
NOT240103758K,Nan
NOT240103785K,Nan
NOT240103781K,Nan
NOT240103780K,Nan
NOT240103911K,Nan
NOT240103717K,Nan
NOT240103964K,Nan
NOT240103715K,Nan
NOT240103716K,Nan
NOT240103726K,Nan
NOT240103759K,Nan
NOT240103728K,Nan
NOT240103730K,Nan
NOT240103755K,Nan
NOT240103833K,Nan
NOT240103713K,Nan
NOT240103757K,Nan
NOT240103818K,Nan
NOT240103813K,Nan
NOT240103816K,Nan
NOT240104027K,Nan
NOT240103821K,Nan
NOT240104029K,Nan
NOT240104031K,Nan
NOT200103031K,Nan
NOT200103134K,Nan
NOT200103019K,Nan
NOT240103700K,Nan
NOT240104033K,Nan
NOT240103793K,Nan
NOT240103766K,Nan
NOT200103017K,Nan
NOT240103767K,Nan
NOT240103858K,Nan
NOT200103023K,Nan
NOT200102903K,Nan
NOT240104037K,Nan
NOT220107237K,Nan
NOT200103186K,Nan
NOT240103800K,Nan
NOT220107236K,Nan
NOT240103796K,Nan
NOT200103187K,Nan
NOT200103188K,Nan
NOT240103665K,Nan
NOT200103189K,Nan
NOT240103801K,Nan
NOT220107598K,Nan
NOT220107478K,Nan
NOT200103159K,Nan
NOT200103160K,Nan
NOT200103161K,Nan
NOT240103799K,Nan
NOT220107477K,Nan
NOT200103185K,Nan
NOT200102946K,Nan
NOT240103823K,Nan
NOT240103902K,Nan
NOT240103986K,Nan
NOT200102952K,Nan
NOT240103772K,Nan
NOT200103036K,Nan
NOT240103904K,Nan
NOT240103906K,Nan
NOT200102955K,Nan
NOT240103771K,Nan
NOT240103914K,Nan
NOT240103797K,Nan
NOT240103798K,Nan
NOT240103982K,Nan
NOT220107238K,Nan
NOT240103828K,Nan
NOT200103162K,Nan
NOT220107476K,Nan
NOT240103803K,Nan
NOT240103668K,Nan
NOT240103672K,Nan
NOT240103704K,Nan
NOT240103655K,Nan
NOT240104035K,Nan
NOT240103703K,Nan
NOT240103702K,Nan
NOT240103770K,Nan
NOT220107239K,Nan
NOT220107602K,Nan
NOT220107169K,Nan
